VENUE,CONFERENCE,YEAR,TITLE,DOI,TYPE ,CONF/JOUR,Keyword,abstract,usefull,AUTHORS,SCOPE,domain,disciplina,disciplina di visualizzazione,ATTACK THE FILTERING PROBLEM?,NAME,Multi windows system,fs1,fs2,fm,fc,fs2,tot_filtri,filter 1 to 1 or 1 to n,dm1,dm2,dm3,dm4,tot_manip,Spatial_distibution,summary of the filter actions. it is always visualized,"level of relations among filters (AND, OR, NOT)",presence of feedback ( like the currrent selection is connected to the filter.) ,presence of guidance,feedback level on filters,presence_feed,presence_guid,Representation ,filter1,filter2,feed1,feed2,act1,act2,guidance level on filters,guidance level on principal overview (visualization overview),guid1,guid2,Presence,rep1,rep2,layout,figures used,NOTES
,VIS,2014,Multi-Charts for Comparative 3D Ensemble Visualization,https://doi.org/10.1109/TVCG.2014.2346448,system paper,CONF,,,,"Ismail Demir, Christian Dick and Rudiger Westermann",in scope,agnostic,ensemble visualization,,no,,unique window,28,2,,,,30,,2,,,,2,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,18%,Fig. 1,
,VIS,2014,Visualizing Mobility of Public Transportation System,https://doi.org/10.1109/TVCG.2014.2346893,system paper,CONF,,,,"Wei Zeng, Chi-Wing Fu, Stefan Muller Arisona, Alexander Erath, and Huamin Qu",in scope,urban,,,no,,multi windows,,,,,,0,,2,1,,,3,,,,,,,,,,,,,,,,,,,,,,,0%,"Fig. 2, 6, 11",
,VIS,2014,Visual Analysis of Public Utility Service Problems in a Metropolis,https://doi.org/10.1109/TVCG.2014.2346898,system paper,CONF,,,,"Jiawan Zhang, Yanli E, Jing Ma, Yahui Zhao, Binghan Xu, Liting Sun, Jinyan Chen, and Xiaoru Yuan",in scope,urban,,,no,,unique window,,,,1,,1,,,,,,0,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 1,
,VIS,2014,VASA: Interactive Computational Steering of Large Asynchronous Simulation Pipelines for Societal Infrastructure,https://doi.org/10.1109/TVCG.2014.2346911,system paper,CONF,,,,"Sungahn Ko, Jieqiong Zhao, Jing Xia, Shehzad Afzal, Xiaoyu Wang, Greg Abram, Niklas Elmqvist, Len Kne, David Van Riper, Kelly Gaither, Shaun Kennedy, William Tolone, William Ribarsky, David S. Ebert",in scope,urban,,,no,,unique window,17,3,,,,20,,1,,,,1,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,Fig. 2,VIDEO: https://vimeo.com/102599784
,VIS,2014,Proactive Spatiotemporal Resource Allocation and Predictive Visual Analytics for Community Policing and Law Enforcement,https://doi.org/10.1109/TVCG.2014.2346926,system paper,CONF,,,,"Abish Malik, Ross Maciejewski, Sherry Towers, Sean McCullough, and David S. Ebert",in scope,,,,no,,unique window,2,,,1,,3,,1,,,,1,distributed,absent,absent,yes,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,video,Proactive Spatiotemporal Resource Allocation and Predictive Visual Analytics for Community Policing and Law Enforcement on Vimeo
,VIS,2014,Run Watchers: Automatic Simulation-Based Decision Support in Flood Management,https://doi.org/10.1109/TVCG.2014.2346930,system paper,CONF,,,,"Artem Konev, Jurgen Waser, Bernhard Sadransky, Daniel Cornel, Rui A.P. Perdigao, Zsolt Horvath, and M. Eduard Groller",in scope,,,,no,,unique window,6,3,,,,9,,4,,,,4,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,7%,,VIDEO: https://vimeo.com/102602088
,VIS,2014,TenniVis: Visualization for Tennis Match Analysis,https://doi.org/10.1109/TVCG.2014.2346445,system paper,CONF,,,,"Tom Polk, Jing Yang, Yueqi Hu, and Ye Zhao",in scope,sport,,,no,,unique window,10,,2,,,12,,2,1,,,3,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,Fig. 1,Filtri particolari*
,VIS,2014,NeuroLines: A Subway Map Metaphor for Visualizing Nanoscale Neuronal Connectivity,https://doi.org/10.1109/TVCG.2014.2346312,system paper,CONF,,,,"Ali K. Al-Awami, Johanna Beyer, Hendrik Strobelt, Narayanan Kasthuri, Jeff W. Lichtman, Hanspeter Pfister, and Markus Hadwiger",in scope,biology,,,no,,unique window,,,,,,0,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 5,VIDEO: https://vimeo.com/102604279
,VIS,2014,MovExp: A Versatile Visualization Tool for Human-Computer Interaction Studies with 3D Performance and Biomechanical Data,https://doi.org/10.1109/TVCG.2014.2346311,system paper,CONF,,,,"Gregorio Palmas, Myroslav Bachynskyi, Antti Oulasvirta, Hans-Peter Seidel, Tino Weinkauf",in scope,,,,no,,unique window,6,1,,,,7,,4,,,,4,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 1,
,VIS,2014,Combing the Communication Hairball: Visualizing Parallel Execution Traces using Logical Time,https://doi.org/10.1109/TVCG.2014.2346456,system paper,CONF,,,,"Katherine E. Isaacs, Peer-Timo Bremer, Ilir Jusufi, Todd Gamblin, Abhinav Bhatele, Martin Schulz, and Bernd Hamann",in scope,agnostic,software visualization,,no,,unique window,,1,,,,1,,4,,,,4,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,3%,Fig. 5,
,VIS,2014,LiveGantt: Interactively Visualizing a Large Manufacturing Schedule,https://doi.org/10.1109/TVCG.2014.2346454,system paper,CONF,,,,"Jaemin Jo, Jaeseok Huh, Jonghun Park, Bohyoung Kim, Jinwook Seo",in scope,agnostic,,,no,,unique window,9,,,,,9,,3,1,,,4,distributed compact,list,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 1,
,VIS,2014,HydroQual: Visual Analysis of River Water Quality,https://doi.org/10.1109/VAST.2014.7042488,system paper,CONF,,,,"Pierre Accorsi, Mickaël Fabrègue, Arnaud Sallaberry, Flavie Cernesson, Nathalie Lalande, Agnès Braud, Sandra Bringay, Florence Le Ber, Pascal Poncelet, Maguelonne Teisseire",in scope,environmental,,,no,,unique window,4,,,,,4,,2,2,,,4,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,fig. 1,
,VIS,2014,Baseball4D: A Tool for Baseball Game Reconstruction & Visualization,https://doi.org/10.1109/VAST.2014.7042478,system paper,CONF,,,,"Carlos Dietrich, David Koop, Huy T. Vo, and Claudio T. Silva",in scope,sport,,,no,,unique window,60,1,1,,,62,,1,,,,1,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,22%,"Fig. 1, 6, 7",
,VIS,2014,Using Visualizations to Monitor Changes and Harvest Insights from a Global-Scale Logging Infrastructure at Twitter,https://doi.org/10.1109/VAST.2014.7042487,system paper,CONF,,,,Krist Wongsuphasawat and Jimmy Lin,in scope,,,,no,,unique window,6,,,,1,7,,3,,,,3,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,"Fig. 1, 8",VIDEO: https://vimeo.com/102602582
,VIS,2014,Using Visualizations to Monitor Changes and Harvest Insights from a Global-Scale Logging Infrastructure at Twitter,https://doi.org/10.1109/VAST.2014.7042487,system paper,CONF,,,,Krist Wongsuphasawat and Jimmy Lin,in scope,,,,no,,unique window,4,,,,,4,,1,,,,1,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,30%,"Fig. 1, 8",VIDEO: https://vimeo.com/102602582
,VIS,2014,Moving beyond sequential design: Reflections on a rich multi-channel approach to data visualization,https://doi.org/10.1109/TVCG.2014.2346323,system paper,CONF,,,,"Jo Wood, Roger Beecham and Jason Dykes",in scope,,,,no,,unique window,,,,,,0,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 4,
,VIS,2014,"Analyzing High-dimensional Multivariate Network Links with Integrated
Anomaly Detection, Highlighting and Exploration",https://doi.org/10.1109/VAST.2014.7042484,system paper,CONF,,,,"Sungahnn Ko, Shehzad Afzal, Simon Walton, Yang Yang, Junghoon Chae, Abish Malik, Yun Jang, Min Chen, David Ebert",in scope,,,,no,,unique window,14,1,,,,15,,1,,,,1,distributed compact,list,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 1,VIDEO: https://vimeo.com/102601047
,VIS,2014,FLDA: Latent Dirichlet Allocation Based Unsteady Flow Analysis,https://doi.org/10.1109/TVCG.2014.2346416,system paper,CONF,,,,"Fan Hong, Chufan Lai, Hanqi Guo, Enya Shen, Xiaoru Yuan, Sikun Li",in scope,,,,no,,unique window,5,3,,,,8,,2,,,,2,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,16%,Fig. 1,
,VIS,2014,A System for Visual Analysis of Radio Signal Data,https://doi.org/10.1109/VAST.2014.7042479,system paper,CONF,,,,"Tarik Crnovrsanin, Chris Muelder, and Kwan-Liu Ma",in scope,,,,no,,unique window,21,3,,,,24,,2,1,,,3,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,28%,Fig. 3,VIDEO:  https://vimeo.com/104495491
,VIS,2014,Feedback-Driven Interactive Exploration of Large Multidimensional Data Supported by Visual Classifier,https://doi.org/10.1109/VAST.2014.7042480,system paper,CONF,,,,"Michael Behrisch, Fatih Korkmaz, Lin Shao and Tobias Schreck",in scope,agnostic,multidimensional data,,no,,unique window,2,,,,,2,,2,,,,2,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 1,VIDEO: https://vimeo.com/102601050
,VIS,2014,Feature-Driven Visual Analytics of Soccer Data,https://doi.org/10.1109/VAST.2014.7042477,system paper,CONF,,,,"Halld´or Janetzko, Dominik Sacha, Manuel Stein, Tobias Schreck, Daniel A. Keim, and Oliver Deussen",in scope,sport,,,no,,unique window,11,3,,,,14,,3,,,,3,distributed compact,list,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,30%,Fig. 1,
,VIS,2014,Combined Visualization of Wall Thickness and Wall Shear Stress for the Evaluation of Aneurysms,https://doi.org/10.1109/TVCG.2014.2346406,system paper,CONF,,,,"Sylvia Glaßer, Kai Lawonn, Thomas Hoffmann, Martin Skalej, Bernhard Preim",in scope,healthcare,,,no,,unique window,10,,,,,10,,3,,,,3,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig. 10,
,VIS,2014,Multi-Model Semantic Interaction for Text Analytics,https://doi.org/10.1109/VAST.2014.7042492,system paper,CONF,,,,"Lauren Bradel, Chris North, Leanna House, Scotland Leman",in scope,agnostic,text/document analysis,,no,,unique window,,,,,,0,,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,0%,Fig 1,
,VIS,2014,Genotet: An Interactive Web-based Visual Exploration Framework to Support Validation of Gene Regulatory Networks,https://doi.org/10.1109/TVCG.2014.2346753,system paper,CONF,,,,"Bowen Yu, Harish Doraiswamy, Xi Chen, Emily Miraldi, Mario Luis Arrieta-Ortiz, Christoph Hafemeister, Aviv Madar, Richard Bonneau and Claudio T. Silva",in scope,biology,,,no,,unique window,19,1,,,,20,,3,1,,,4,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 1,
,VIS,2014,The Spinel Explorer - Interactive Visual Analysis of Spinel Group Minerals,https://doi.org/10.1109/TVCG.2014.2346754,system paper,CONF,,,,"María Luján Ganuza, Gabriela Ferracutti, María Florencia Gargiulo, Silvia Mabel Castro, Ernesto Bjerg, Eduard Gröller, Krešimir Matković",in scope,,,,no,,unique window,38,12,,,,50,,5,,,,5,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,35%,Fig. 3,VIDEO: https://vimeo.com/102602087
,VIS,2014,Serendip: Topic Model-Driven Visual Exploration of Text Corpora,https://doi.org/10.1109/VAST.2014.7042493,system paper,CONF,,,,"Eric Alexander, Joe Kohlmann, Robin Valenza, Michael Witmore, and Michael Gleicher",in scope,agnostic,text/document analysis,,no,,multi windows,7,,,,1,8,,4,,,,4,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 1,
,VIS,2014,Visual Analytics for Comparison of Ocean Model Output with Reference Data: Detecting and Analyzing Geophysical Processes Using Clustering Ensembles,https://doi.org/10.1109/TVCG.2014.2346751,system paper,CONF,,,,"Patrick Kothur, Mike Sips, Henryk Dobslaw, and Doris Dransch",in scope,environmental,,,no,,multi windows,3,,,,,3,,6,,,,6,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,"Fig. 3, 4",VIDEO: https://vimeo.com/102601981
,VIS,2014,ConTour: Data-Driven Exploration of Multi-Relational Datasets for Drug Discovery,https://doi.org/10.1109/TVCG.2014.2346752,system paper,CONF,,,,"Christian Partl, Alexander Lex, Marc Streit, Hendrik Strobelt, Anne-Mai Wassermann, Hanspeter Pfister and Dieter Schmalstieg",in scope,biology,,,no,,unique window,3,,,,,3,,2,,,,2,unified,relations,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 1,ConTour: Data-Driven Exploration of Multi-Relational Datasets for Drug Discovery on Vimeo
,VIS,2014,The Impact of Interactivity on Comprehending 2D and 3D Visualizations of Movement Data,https://doi.org/10.1109/TVCG.2014.2329308,system paper,CONF,,,,"Fereshteh Amini, Sebastien Rufiange, Zahid Hossain, Quentin Ventura, Pourang Irani, and Michael J. McGuffin",in scope,,,,no,,unique window,1,2,,,,3,,,,,,0,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,30%,Fig. 2,
,VIS,2014,GazeVis: Interactive 3D Gaze Visualization for Contiguous Cross-Sectional Medical Images,https://doi.org/10.1109/TVCG.2013.271,system paper,CONF,,,,"Hyunjoo Song, Jihye Yun, Bohyoung Kim, Jinwook Seo",in scope,healthcare,,,no,,unique window,2,1,2,,,5,,1,1,,,2,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 3,
,VIS,2014,Integrating Predictive Analytics and Social Media,https://doi.org/10.1109/VAST.2014.7042495,system paper,CONF,,,,"Yafeng Lu, Robert Kruger, Dennis Thom, Feng Wang, Steffen Koch, Thomas Ertl, Ross Maciejewski",in scope,social media,,,no,,multi windows,7,1,,,4,12,,5,1,,,6,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,"Fig. 1, 3, 5",
,VIS,2014,PEARL: An Interactive Visual Analytic Tool for Understanding Personal Emotion Style Derived from Social Media,https://doi.org/10.1109/VAST.2014.7042496,system paper,CONF,,,,"Jian Zhao, Liang Gou, Fei Wang, and Michelle Zhou",in scope,user behaviour,,,no,,unique window,2,,,,1,3,,2,1,,,3,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig. 3,
,VIS,2014,TopicPanorama: a Full Picture of Relevant Topics,https://doi.org/10.1109/VAST.2014.7042494,system paper,CONF,,,,"Shixia Liu, Xiting Wang, Jianfei Chen, Jun Zhu, and Baining Guo",in scope,agnostic,graph/network analysis,,no,,unique window,4,1,,,1,6,,2,,,,2,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 3,
,VIS,2014,Cupid: Cluster-Based Exploration of Geometry Generators with Parallel Coordinates and Radial Trees,https://doi.org/10.1109/TVCG.2014.2346626,system paper,CONF,,,,"Michael Beham, Wolfgang Herzner, M. Eduard Groller, Johannes Kehrer",in scope,agnostic,graph/network analysis,,no,,unique window,,,,,,0,,4,1,,,5,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 1,
,VIS,2014,Design and Evaluation of Interactive Proofreading Tools for Connectomics,https://doi.org/10.1109/TVCG.2014.2346371,system paper,CONF,,,,"Daniel Haehn, Seymour Knowles-Barley, Mike Roberts, Johanna Beyer, Narayanan Kasthuri, Jeff W. Lichtman, and Hanspeter Pfister",in scope,agnostic,,,no,,unique window,6,1,,,,7,,4,,,,4,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,30%,"Fig. 5, 6",
TVCG,,2014,Feature-Based Analysis of Plasma-Based Particle Acceleration Data,https://doi.org/10.1109/TVCG.2013.107,system paper,JOUR,,,,"Oliver Rubel, Cameron G.R. Geddes, Min Chen, Estelle Cormier-Michel, and E. Wes Bethel",in scope,,,,no,,unique window,7,6,,,,13,,1,,,,1,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,28%,Fig. 6,
TVCG,,2014,Stroscope: Multi-Scale Visualization of Irregularly Measured Time-Series Data,https://doi.org/10.1109/TVCG.2013.2297933,system paper,JOUR,,,,"Myoungsu Cho, Bohyoung Kim, Hee-Joon Bae, and Jinwook Seo",in scope,agnostic,time-series,,no,,unique window,29,2,,2,,33,,2,1,,,3,unified,list,absent,yes,no,high,yes,yes,complex,histogram,slider,data distribution,temporal,drag,drag,none,no,,,no,,,25%,"Fig. 5, 6, 13",
TVCG,,2014,Ovis: A Framework for Visual Analysis of Ocean Forecast Ensembles,https://doi.org/10.1109/TVCG.2014.2307892,system paper,JOUR,,,,"Thomas Hollt, Ahmed Magdy, Peng Zhan, Guoning Chen, Ganesh Gopalakrishnan, Ibrahim Hoteit, Charles D. Hansen, Markus Hadwiger",in scope,environmental,,,no,,unique window,20,10,,,,30,,2,2,,,4,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,Fig. 2,
TVCG,,2014,Chess Evolution Visualization,https://doi.org/10.1109/TVCG.2014.2299803,system paper,JOUR,,,,"Wei-Li Lu, Yu-Shuen Wang, and Wen-Chieh Lin",in scope,game,,,no,,unique window,,,,,,0,,3,,,,3,,,,,,,,,,,,,,,,none,no,,,no,,,0%,Fig. 3,
TVCG,,2014,Drawing Area-Proportional Euler Diagrams Representing Up To Three Sets,https://doi.org/10.1109/TVCG.2013.104,system paper,JOUR,,,,"Peter Rodgers, Gem Stapleton, Jean Flower, and John Howse",in scope,agnostic,set visualization,,set,,unique window,13,,,,,13,,,,,,0,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,45%,Fig. 22,
,VIS,2013,Physics-Based Deformable Tongue Visualization,https://doi.org/10.1109/TVCG.2012.174,system paper,CONF,,,,"Yin Yang, Xiaohu Guo, Jennell Vick, Luis G. Torres, Thomas F. Campbell",in scope,healthcare,,,no,,unique window,6,1,,,,7,,,,,,0,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 11,
,VIS,2013,Visualization and Analysis of Vortex-Turbine Intersections in Wind Farms,https://doi.org/10.1109/TVCG.2013.18,system paper,CONF,,,,"Sohail Shafii, Herald Obermaier, Rodman Linn, Eunmo Koo, Mario Hlawitschka, Christoph Garth, Bernd Hamann, Kenneth I. Joy",in scope,environmental,,,no,,multi windows,30,,,,,30,,2,,,,2,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,Fig. 4,
,VIS,2013,Combining Computational Analyses and Interactive Visualization for Document Exploration and Sensemaking in Jigsaw,https://doi.org/10.1109/TVCG.2012.324,system paper,CONF,,,,"Carsten Gorg, Zhicheng Liu, Jaeyeon Kihm, Jaegul Choo, Haesun Park, John Stasko",in scope,agnostic,text/document analysis,,no,,multi windows,11,3,,,1,15,,1,,,,1,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,"Fig. 2, 4, 6",
,VIS,2013,PIWI: Visually Exploring Graphs Based on Their Community Structure,https://doi.org/10.1109/TVCG.2012.172,system paper,CONF,,,,"Jing Yang, Yujie Liu, Xin Zhang, Xiaoru Yuan, Ye Zhao, Scott Barlowe, and Shixia Liu",in scope,agnostic,graph/network analysis,,no,,unique window,3,,,,1,4,,3,1,,,4,unified,absent,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig. 2,
,VIS,2013,The Five Ws for Information Visualization with Application to Healthcare Informatics,https://doi.org/10.1109/TVCG.2013.89,system paper,CONF,,,,"Zhiyuan Zhang, Bing Wang, Faisal Ahmed, I.V. Ramakrishnan, Rong Zhao, Asa Viccellio, and Klaus Mueller",in scope,healthcare,,,no,,unique window,8,2,,,1,11,,4,,,,4,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,17%,Fig. 2,
,VIS,2013,An Information-Aware Framework for Exploring Multivariate Data Set,https://doi.org/10.1109/TVCG.2013.133,system paper,CONF,,,,"Ayan Biswas, Soumya Dutta, Han-Wei Shen, and Jonathan Woodring",in scope,agnostic,multivariate data,,no,,multi windows,10,,,,,10,,3,,,,3,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,15%,"Fig. 4,8",An Information-Aware Framework for Exploring Multivariate Data Sets on Vimeo
,VIS,2013,ConnectomeExplorer: Query-Guided Visual Analysis of Large Volumetric Neuroscience Data,https://doi.org/10.1109/TVCG.2013.142,system paper,CONF,,,,"Johanna Beyer, Ali Al-Awami, Narayanan Kasthuri, Jeff W. Lichtman, Hanspeter Pfister, and Markus Hadwiger",in scope,biology,,,no,,unique window,3,,,,,3,,3,,,,3,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 1,
,VIS,2013,GRACE: A Visual Comparison Framework for Integrated Spatial and Non-Spatial Geriatric Data,https://doi.org/10.1109/TVCG.2013.161,system paper,CONF,,,,"Adrian Maries, Nathan Mays, Megan Olson Hunt, Kim F. Wong, William Layton, Robert Boudreau, Caterina Rosano, and G. Elisabeta Marai",in scope,healthcare,,,no,,unique window,17,3,,,,20,,4,,,,4,distributed compact,list,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,30%,Fig. 1,
,VIS,2013,LineUp: Visual Analysis of Multi-Attribute Rankings,https://doi.org/10.1109/TVCG.2013.173,system paper,CONF,,,,"Samuel Gratzl, Alexander Lex, Nils Gehlenborg, Hanspeter Pfister, and Marc Streit",in scope,agnostic,ranking,,no,,unique window,,,,,,0,,1,4,,,5,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 1,VIDEO: https://jku-vds-lab.at/tools/lineup/
,VIS,2013,Coupled Ensemble Flow Line Advection and Analysis,https://doi.org/10.1109/TVCG.2013.144,system paper,CONF,,,,"Hanqi Guo, Xiaoru Yuan, Jian Huang, Xiaomin Zhu",in scope,,,,no,,unique window,,,,,,0,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,0%,video,Coupled Ensemble Flow Line Advection and Analysis on Vimeo
,VIS,2013,Design by Dragging: An Interface for Creative Forward and Inverse Design with Simulation Ensembles,https://doi.org/10.1109/TVCG.2013.147,system paper,CONF,,,,"Dane Coffey, Student Member, IEEE, Chi-Lun Lin, Arthur G. Erdman, and Daniel F. Keefe",in scope,,,,no,,multi windows,,,,,,0,,3,6,,,9,,,,,,,,,,,,,,,,,,,,,,,0%,video,Design by Dragging: An Interface for Creative Forward and Inverse Design with Simulation Ensembles on Vimeo
,VIS,2013,Evaluation of Filesystem Provenance Visualization Tools,https://doi.org/10.1109/TVCG.2013.155,system paper,CONF,,,,"Michelle A. Borkin, Chelsea S. Yeh, Madelaine Boyd, Peter Macko, Krzysztof Z. Gajos, Margo Seltzer, Hanspeter Pfister",in scope,agnostic,graph/network analysis,,no,,unique window,1,,,,1,2,,4,2,,,6,unified,list,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,4%,Fig. 4,"VIDEO: https://www.google.com/search?q=Evaluation+of+Filesystem+Provenance+Visualization+Tools&oq=Evaluation+of+Filesystem+Provenance+Visualization+Tools&aqs=edge..69i57j0i546j69i60j69i61l2.265j0j1&sourceid=chrome&ie=UTF-8#fpstate=ive&vld=cid:4aa4ecf0,vid:to2bNVyMZnQ"
,VIS,2013,Understanding Interfirm Relationships in Business Ecosystems with Interactive Visualization,https://doi.org/10.1109/TVCG.2013.209,system paper,CONF,,,,"Rahul C. Basole, Trustin Clear, Mengdie Hu, Harshit Mehrotra, and John Stasko",in scope,,,,no,,unique window,6,,,,,6,,3,,,,3,distributed compact,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,Fig. 1,VIDEO: https://vimeo.com/74416896
,VIS,2013,SoccerStories: A Kick-off for Visual Soccer Analysis,https://doi.org/10.1109/TVCG.2013.192,system paper,CONF,,,,"Charles Perin, Romain Vuillemot, and Jean-Daniel Fekete",in scope,sport,,,no,,unique window,16,1,,,,17,,2,1,,,3,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,20%,Fig. 10,"VIDEO: https://www.google.com/search?q=SoccerStories%3A+A+Kick-off+for+Visual+Soccer+Analysis&oq=SoccerStories%3A+A+Kick-off+for+Visual+Soccer+Analysis&aqs=edge..69i57j69i58j69i60l3.859j0j4&sourceid=chrome&ie=UTF-8#fpstate=ive&vld=cid:c0841c84,vid:eFIorHSMiSQ"
,VIS,2013,GPLOM: The Generalized Plot Matrix for Visualizing Multidimensional Multivariate Data,https://doi.org/10.1109/TVCG.2013.160,system paper,CONF,,,,"Jean-Francois Im, Michael J. McGuffin, and Rock Leung",in scope,agnostic,high dim. data,,no,,unique window,3,,,,1,4,,1,1,,,2,unified,list,default,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig. 8,VIDEO: https://www.youtube.com/watch?v=CwaM1x3Tzvo
,VIS,2013,Dimension Projection Matrix/Tree: Interactive Subspace Visual Exploration and Analysis of High Dimensional Data,https://doi.org/10.1109/TVCG.2013.150,system paper,CONF,,,,"Xiaoru Yuan, Donghao Ren, Zuchao Wang, and Cong Guo",in scope,agnostic,high dim. data,,no,,,,,,,,0,,4,4,,,8,,,,,,,,,,,,,,,,,,,,,,,0%,Fig. 3,
,VIS,2013,Variant View: Visualizing Sequence Variants in their Gene Context,https://doi.org/10.1109/TVCG.2013.214,system paper,CONF,,,,"Joel A. Ferstay, Cydney B. Nielsen, and Tamara Munzner",in scope,biology,,,no,,multi windows,3,,,,1,4,,1,,,,1,unified,list,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,"Fig. 3, 7",VIDEO: https://www.youtube.com/watch?v=AHDnv_qMXxQ
,VIS,2013,Decision Exploration Lab: A Visual Analytics Solution for Decision Management,https://doi.org/10.1109/TVCG.2013.146,system paper,CONF,,,,"Bertjan Broeksema, Thomas Baudel, Alex Telea, and Paolo Crisafulli",in scope,agnostic,,,no,,unique window,1,1,,,1,3,,2,,,,2,distributed,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,5%,Fig. 1,
,VIS,2013,A Partition-Based Framework for Building and Validating Regression Models,https://doi.org/10.1109/TVCG.2013.125,system paper,CONF,,,,Thomas Muhlbacher and Harald Piringer,in scope,agnostic,,,no,,multi windows,10,,,,,10,,7,1,,,8,unified,absent,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,10%,Fig. 1,"VIDEO: https://www.google.com/search?q=A+Partition-Based+Framework+for+Building+and+Validating+Regression+Models&oq=A+Partition-Based+Framework+for+Building+and+Validating+Regression+Models&aqs=edge.0.69i59j69i64l2j69i60j69i61j69i60.2537j0j1&sourceid=chrome&ie=UTF-8#fpstate=ive&vld=cid:de7ea3d3,vid:e88dMUbbSSw"
,VIS,2013,Visualizing Change over Time Using Dynamic Hierarchies: TreeVersity2 and the StemView,https://doi.org/10.1109/TVCG.2013.231,system paper,CONF,,,,"John Alexis Guerra-Gómez, Michael L. Pack, Catherine Plaisant, and Ben Shneiderman",in scope,agnostic,,,no,,unique window,10,4,,,,14,,2,,,,2,distributed compact,list,absent,no,no,none,yes,no,,,,,,,,none,no,,,no,,,25%,Fig. 1,VIDEO: http://www.cs.umd.edu/projects/hcil/treeversity/
